Rough_ID,Rough_Weight_ct,Shape,Length_mm,Width_mm,Height_mm,Color,Clarity,Crack_Level,Cut_Type,Final_Weight_ct
R01274,0.41,Pear,4.38,3.97,3.05,G,SI2,Low,Step,0.18
R01275,0.8,Round,5.31,4.77,3.55,J,SI1,Low,Step,0.29
R01276,3.53,Round,9.54,8.81,6.03,I,VVS2,Low,Step,1.68
R01277,2.83,Emerald,8.42,7.52,5.58,G,SI2,Low,Brilliant,1.02
R01278,4.41,Emerald,9.93,9.3,7.15,F,VS2,Low,Mixed,1.85
R01279,4.14,Princess,9.82,8.55,7.1,J,VS1,Medium,Mixed,1.47
R01280,4.46,Princess,9.56,8.8,6.5,F,VS2,Low,Mixed,1.69
R01281,4.68,Pear,9.68,9.16,6.67,D,VS2,Low,Step,2.19
R01282,0.38,Princess,4.28,3.66,2.75,H,VVS2,Low,Mixed,0.16
R01283,0.62,Round,4.69,4.05,3.11,H,VS1,Low,Mixed,0.25
R01284,3.36,Emerald,8.68,7.47,6.01,E,SI1,Low,Step,1.31
R01285,0.64,Round,5.32,4.79,3.63,G,VS2,Medium,Step,0.21
R01286,0.33,Pear,4.47,3.81,2.54,I,SI2,Low,Step,0.13
R01287,2.8,Pear,8.61,7.58,6.42,E,VVS1,Medium,Brilliant,1.06
R01288,1.27,Round,6.18,5.28,4.12,F,SI2,Medium,Step,0.53
R01289,4.66,Princess,10.18,8.96,5.81,D,VVS1,Low,Step,1.81
R01290,0.88,Cushion,6.2,5.29,4.55,G,VVS1,Low,Brilliant,0.41
R01291,3.92,Round,9.55,8.3,7.39,E,SI2,High,Brilliant,1.29
R01292,0.87,Round,5.72,5.38,4.44,J,VS2,Low,Step,0.41
R01293,2.55,Round,8.21,8.14,4.92,F,VVS2,Medium,Step,1.06
R01294,4.23,Cushion,9.64,9.42,6.5,G,IF,Low,Step,1.69
R01295,3.73,Oval,9.7,8.31,7.1,E,SI1,Low,Step,1.82
R01296,3.88,Oval,8.99,8.72,7.5,G,VVS1,Low,Brilliant,1.57
R01297,4.7,Oval,10.52,10.11,8.52,D,VS1,Low,Brilliant,1.85
R01298,1.74,Round,7.34,7.24,4.92,G,IF,Low,Mixed,0.86
R01299,4.4,Round,10.25,8.78,6.26,D,VVS2,Medium,Brilliant,1.9
R01300,0.73,Oval,5.89,5.11,3.8,J,VS2,Medium,Mixed,0.29
R01301,0.3,Pear,3.99,3.93,2.66,I,SI1,Medium,Brilliant,0.13
R01302,2.55,Oval,8.45,8.26,5.44,E,SI1,Low,Brilliant,1.03
R01303,3.79,Emerald,9.57,8.54,6.7,F,VVS2,Low,Mixed,1.81
R01304,4.88,Cushion,10.35,9.6,7.42,F,SI1,Medium,Brilliant,2.21
R01305,3.02,Oval,9.11,7.79,6.79,D,VVS1,Medium,Mixed,1.11
R01306,0.46,Oval,4.93,4.31,3,I,SI2,Low,Mixed,0.17
R01307,2.21,Pear,8.31,7.63,5.18,F,VVS2,Low,Brilliant,1.01
R01308,1.5,Pear,7.18,6.63,5.07,F,IF,Low,Step,0.57
R01309,2.3,Emerald,7.45,6.94,4.36,F,VVS1,Medium,Step,1.02
R01310,1.74,Pear,7.15,7.13,4.46,E,VVS1,Low,Mixed,0.67
R01311,1.34,Pear,6.13,5.88,4.15,H,IF,Medium,Mixed,0.52
R01312,2,Emerald,7.29,7.23,5.49,I,SI2,Low,Mixed,0.83
R01313,1.36,Round,7.08,6.78,5.17,G,VVS2,Low,Step,0.62
R01314,4.53,Round,10.4,10.23,7.57,F,SI1,Medium,Mixed,1.98
R01315,3.44,Oval,8.77,8.42,6.55,G,SI2,Low,Brilliant,1.57
R01316,3.89,Pear,9.74,9.67,6.51,E,VVS1,Low,Step,1.65
R01317,0.63,Emerald,5.61,5,4.34,E,VVS1,Medium,Step,0.26
R01318,0.97,Emerald,5.71,5.13,4.06,H,VS1,Low,Brilliant,0.46
R01319,3.4,Emerald,8.82,7.66,6.3,F,VVS2,Low,Brilliant,1.3
R01320,2.09,Cushion,8.06,6.99,5.17,J,VVS2,Low,Brilliant,0.83
R01321,2.76,Cushion,8,7.68,6.82,J,SI1,Low,Step,1.08
R01322,2.28,Emerald,8.04,7.88,5.39,H,VVS2,Medium,Step,0.77
R01323,3.43,Cushion,8.8,7.95,4.8,E,VS2,Medium,Step,1.43
R01324,3.43,Pear,8.65,8.37,6.8,H,SI2,Medium,Mixed,1.33
R01325,2.1,Oval,7.79,7.31,6.13,F,VS2,Low,Mixed,1.04
R01326,3.63,Cushion,9.32,9.06,7.39,H,SI2,Low,Mixed,1.51
R01327,0.48,Pear,4.6,4.47,3.68,E,IF,Medium,Mixed,0.22
R01328,4.75,Princess,9.68,9.56,8.04,J,SI1,Low,Step,1.76
R01329,1.96,Princess,7.97,7.11,5.94,J,SI2,Low,Brilliant,0.74
R01330,1.28,Oval,6.79,6.33,4.41,J,VS1,Medium,Brilliant,0.47
R01331,1.87,Emerald,7.51,7.22,6.14,D,SI1,Low,Step,0.87
R01332,1.77,Princess,7.26,6.37,4.55,J,VS1,Medium,Step,0.73
R01333,3.85,Emerald,9.86,8.86,5.61,H,VVS2,Low,Mixed,1.63
R01334,2.83,Emerald,8.38,8,5.28,G,SI2,Medium,Step,1.04
R01335,0.99,Princess,5.82,5.26,3.37,H,VS2,Low,Brilliant,0.37
R01336,1.82,Cushion,7.05,6.87,4.63,E,SI2,Medium,Mixed,0.8
R01337,4.92,Round,9.95,8.79,6.98,J,VS2,Low,Step,2.29
R01338,4.24,Cushion,9.63,8.98,6.92,I,VS2,Low,Step,1.82
R01339,3.81,Oval,9.58,9.55,8.03,F,VS2,Low,Step,1.73
R01340,0.66,Oval,5.42,4.87,4.13,D,SI2,Low,Mixed,0.27
R01341,3.63,Emerald,9.26,8.02,6.8,H,SI2,Medium,Brilliant,1.4
R01342,2.49,Oval,8.21,7.04,5.53,D,VS2,Low,Step,1.2
R01343,2.93,Emerald,8.14,7.34,6.31,F,VS2,Low,Step,1.35
R01344,4.75,Cushion,10.31,9.87,7.38,E,SI1,Medium,Step,2.05
R01345,1.76,Oval,7.44,6.66,4.46,J,VS2,Medium,Mixed,0.58
R01346,3.06,Round,9.07,9.03,5.56,H,IF,Low,Mixed,1.41
R01347,2.24,Oval,7.51,6.6,5.9,D,SI1,Medium,Step,0.95
R01348,3.72,Cushion,9.13,7.89,5.69,G,SI1,High,Step,1.34
R01349,0.95,Round,5.74,4.96,3.5,E,VVS2,Low,Step,0.42
R01350,1.24,Round,6.3,5.97,3.73,H,IF,Medium,Mixed,0.49
R01351,0.58,Princess,4.88,4.27,3.8,D,SI2,Low,Mixed,0.26
R01352,2.95,Princess,8.96,8.9,5.84,D,SI2,Low,Mixed,1.24
R01353,4.59,Pear,10.07,9.43,8.18,E,SI2,Medium,Step,1.63
R01354,0.44,Princess,4.1,3.82,3.39,D,VVS2,Medium,Mixed,0.19
R01355,1.15,Princess,6.3,6.21,4.65,G,SI1,Low,Mixed,0.47
R01356,4.21,Oval,9.97,9.89,7.92,J,VS1,Low,Brilliant,1.95
R01357,4.03,Emerald,9.09,7.81,6.99,J,SI2,Medium,Mixed,1.41
R01358,0.76,Pear,5.5,5.22,3.63,G,SI2,Low,Mixed,0.31
R01359,3.32,Cushion,8.73,7.6,6.3,G,IF,High,Step,1.25
R01360,0.41,Princess,4.06,3.79,2.97,J,SI1,Low,Mixed,0.17
R01361,0.56,Oval,5.28,4.64,2.91,I,VVS2,Medium,Mixed,0.22
R01362,0.53,Emerald,4.38,4.36,3.12,J,VS1,High,Mixed,0.22
R01363,2.69,Oval,8.69,8.05,6.47,E,SI1,High,Step,1.15
R01364,0.64,Emerald,4.87,4.29,3.4,D,VVS2,Low,Brilliant,0.3
R01365,4.55,Princess,10.1,9.97,6.97,J,VS1,High,Brilliant,1.52
R01366,1.03,Emerald,6.16,5.81,3.94,F,VVS1,Medium,Mixed,0.39
R01367,3.76,Oval,9.1,8.68,6.29,J,SI2,Low,Step,1.47
R01368,1.49,Oval,6.36,6.07,3.72,D,SI1,Low,Brilliant,0.59
R01369,0.84,Emerald,6.06,5.6,3.67,I,SI1,Low,Step,0.34
R01370,1.64,Oval,6.86,6.71,4.55,D,VS2,Low,Step,0.62
R01371,1.24,Oval,6.46,5.53,4.11,D,SI2,Low,Mixed,0.5
R01372,4.09,Emerald,9.34,8.8,6.44,H,SI2,Low,Brilliant,1.68
R01373,3.91,Oval,9.68,8.29,5.01,F,VS1,Low,Brilliant,1.52
R01374,4.54,Oval,9.49,8.61,7.61,F,SI1,Low,Mixed,2.11
R01375,2.36,Pear,8.36,7.19,4.84,F,IF,Low,Brilliant,1.1
R01376,3.52,Round,9.04,8.41,6.61,E,IF,Medium,Mixed,1.53
R01377,1.4,Emerald,6.59,6.16,5.2,D,VS2,Low,Mixed,0.52
R01378,0.65,Cushion,5.35,5.28,4.65,G,SI1,Low,Brilliant,0.26
R01379,3.51,Cushion,9.23,8.32,7.46,H,VVS2,Low,Brilliant,1.34
R01380,0.98,Round,6.1,5.34,4.75,G,SI2,Medium,Step,0.42
R01381,0.98,Emerald,5.92,5.66,4.32,F,VVS1,High,Step,0.41
R01382,2.28,Emerald,7.81,7.5,5.5,G,VVS1,Low,Mixed,1.03
R01383,2.79,Cushion,8.19,7.84,6.04,H,SI2,Medium,Step,1.04
R01384,2.06,Pear,7.44,6.76,5.01,G,IF,Medium,Brilliant,0.87
R01385,1.32,Round,6.63,5.79,4.14,I,VVS1,Low,Step,0.49
R01386,2.97,Oval,8.3,8.28,6.66,E,VS1,Low,Step,1.26
R01387,2.5,Pear,8.51,7.4,6.51,I,SI1,Medium,Brilliant,0.93
R01388,3.48,Princess,9.38,8.09,4.88,E,SI1,Low,Brilliant,1.74
R01389,4.8,Cushion,9.93,8.54,6.72,F,SI1,Low,Brilliant,1.9
R01390,1.66,Pear,6.71,6.27,5.46,G,VVS1,Low,Mixed,0.81
R01391,2.9,Oval,8.53,8.51,6.87,G,IF,High,Brilliant,1.02
R01392,0.94,Princess,5.76,5.22,3.4,G,VS2,Low,Mixed,0.37
R01393,1.15,Round,6.68,6.65,5.88,F,IF,Low,Brilliant,0.51
R01394,0.93,Emerald,5.66,5.15,3.32,F,VVS2,High,Mixed,0.35
R01395,4.03,Cushion,9.83,8.88,7.95,E,VVS2,Low,Step,1.54
R01396,1.2,Emerald,6.16,5.72,5,E,SI1,Low,Step,0.56
R01397,1.54,Princess,7.42,6.68,4.55,H,IF,Medium,Brilliant,0.56
R01398,4.4,Cushion,10.26,8.74,6.75,G,IF,Low,Mixed,1.71
R01399,3.46,Oval,9.27,8.35,7.02,F,SI1,Low,Step,1.35
R01400,2.9,Princess,8.55,7.61,6.65,J,VS2,Low,Brilliant,1.16
R01401,0.41,Oval,4.09,3.94,2.65,J,IF,Low,Brilliant,0.2
R01402,0.35,Cushion,3.74,3.63,3.13,I,SI2,Low,Step,0.14
R01403,3.99,Oval,9.12,7.92,6.43,D,SI1,High,Brilliant,1.28
R01404,0.32,Oval,4.4,3.89,2.39,G,SI2,Low,Brilliant,0.14
R01405,3.63,Round,9.22,8.81,6.53,G,VVS1,Medium,Mixed,1.25
R01406,0.33,Round,3.82,3.36,2.16,I,SI2,Low,Brilliant,0.15
R01407,1.18,Pear,6.69,6.45,4.31,G,VS2,Medium,Mixed,0.46
R01408,1.64,Emerald,7,6.82,5.6,F,VVS2,Low,Brilliant,0.62
R01409,0.6,Emerald,4.62,4.17,3.42,J,SI1,Medium,Step,0.24
R01410,0.36,Round,4.51,3.89,3.02,H,VVS2,Medium,Mixed,0.14
R01411,4.25,Pear,9.67,9.3,6.92,I,VVS1,Low,Brilliant,1.83
R01412,3.06,Cushion,8.25,7.45,5.51,G,SI2,Low,Step,1.2
R01413,2.43,Cushion,7.71,7.42,5.39,J,SI1,Medium,Brilliant,0.94
R01414,2.18,Oval,7.29,7.06,5.64,D,IF,Low,Step,0.85
R01415,2.52,Pear,7.94,6.98,5.23,F,VVS1,Low,Brilliant,0.98
R01416,2.59,Princess,8.46,7.74,6.84,D,IF,Low,Step,1.1
R01417,3.62,Round,9.32,8.12,6.14,F,SI1,Medium,Brilliant,1.48
R01418,1.89,Emerald,7.23,6.82,5.34,F,SI2,Low,Mixed,0.85
R01419,4.36,Princess,9.67,9.63,5.96,I,VVS1,Low,Step,2
R01420,3.28,Oval,9.32,8.59,5.88,E,VVS2,Low,Mixed,1.49
R01421,2.99,Round,9.06,8.66,6.78,F,VS2,Low,Brilliant,1.33
R01422,2.11,Emerald,7.34,6.59,5,F,IF,Medium,Step,0.74
R01423,2.13,Oval,7.41,7.15,5.82,E,SI1,Medium,Brilliant,0.98
R01424,1.84,Princess,7.68,7.08,4.56,H,VS2,High,Brilliant,0.68
R01425,4.17,Oval,9.8,9.74,7.59,H,SI2,Low,Mixed,2.08
R01426,1.63,Princess,7.35,6.71,5.67,D,IF,Low,Mixed,0.79
R01427,3.33,Oval,8.88,8.04,6.7,H,VS1,Low,Step,1.53
R01428,0.81,Princess,5.37,4.79,3.89,D,IF,Low,Brilliant,0.34
R01429,4.38,Cushion,9.87,8.94,6.21,I,VVS2,Low,Step,2.08
R01430,1.14,Pear,6.38,6.15,4.88,D,SI1,Low,Mixed,0.49
R01431,3.65,Oval,9.23,9.13,5.86,D,SI2,Low,Step,1.44
R01432,4.87,Cushion,10.01,9.13,7.53,I,SI2,Low,Step,2.35
R01433,3.56,Princess,9.21,7.95,5.26,E,VVS1,Low,Brilliant,1.4
R01434,3.33,Oval,9.02,7.74,6.6,E,SI2,Low,Brilliant,1.65
R01435,2.65,Round,8.13,7.83,6.27,I,SI1,Low,Mixed,1.26
R01436,2.25,Emerald,7.43,6.54,3.99,D,VS2,Low,Step,1.13
R01437,2.69,Princess,8.67,7.89,5.09,F,VS2,High,Step,0.94
R01438,2.7,Cushion,8.01,7.05,5.52,D,SI1,Low,Step,1.05
R01439,2.42,Round,8,7.96,6.38,G,SI2,Low,Brilliant,1.09
R01440,3.79,Oval,9.73,8.56,6.6,H,SI2,Low,Step,1.49
R01441,2,Round,7.11,6.71,5.17,E,SI2,Low,Brilliant,0.99
R01442,4.34,Oval,9.49,9.41,6.74,G,VS1,Low,Mixed,1.94
R01443,3.1,Round,9.04,8.59,7.57,H,IF,Medium,Brilliant,1.15
R01444,4.75,Princess,10.52,9.42,6.73,E,SI1,High,Brilliant,1.91
R01445,4.86,Round,10.41,9.43,6.45,F,VVS1,Low,Step,1.88
R01446,2.45,Emerald,8.52,8.5,7.43,J,IF,High,Step,0.85
R01447,1.12,Round,5.84,5.6,4.12,I,VS2,Medium,Step,0.47
R01448,0.6,Cushion,5.25,4.63,3.33,G,VVS1,Low,Brilliant,0.26
R01449,3.01,Oval,8.21,7.06,5.87,J,VVS2,Medium,Brilliant,1.15
R01450,3.45,Pear,9.53,8.37,6.75,J,SI2,Low,Step,1.37
R01451,2.93,Pear,8.79,8.52,6.94,F,VS1,Low,Step,1.27
R01452,2.86,Princess,8.39,8.27,6.76,G,VVS1,Low,Mixed,1.14
R01453,2.19,Pear,7.76,7,4.81,G,VVS2,Medium,Step,0.86
R01454,0.71,Emerald,5.11,4.45,3.9,E,IF,Low,Step,0.28
R01455,2.68,Pear,8.69,8.2,6.39,E,SI2,Medium,Brilliant,0.98
R01456,4.18,Pear,9.56,9.31,8.05,D,VVS2,Low,Mixed,1.77
R01457,3.42,Princess,8.7,7.69,6.25,H,VS1,Low,Mixed,1.56
R01458,3.39,Emerald,8.91,8.34,6.88,I,VS1,Medium,Brilliant,1.47
R01459,4.22,Cushion,10.09,8.86,5.32,E,IF,High,Mixed,1.3
R01460,4.77,Oval,9.84,8.96,7.59,D,IF,Medium,Brilliant,1.63
R01461,1.69,Cushion,6.85,6.67,5.36,F,SI1,Low,Step,0.66
R01462,0.35,Cushion,4.33,3.9,2.78,I,VS2,Low,Mixed,0.15
R01463,0.5,Cushion,4.75,4.06,2.83,J,VS2,Low,Brilliant,0.23
R01464,2.29,Round,8,7.86,6.95,G,SI2,Low,Brilliant,1.09
R01465,2.53,Cushion,8.22,7.09,5.79,I,VVS2,Medium,Brilliant,1.1
R01466,3.14,Cushion,8.76,7.87,6.03,D,IF,Medium,Mixed,1.32
R01467,0.9,Princess,6.16,5.96,5.25,I,VS2,Low,Step,0.42
R01468,4.07,Cushion,9.62,9.22,6.23,F,SI2,Medium,Brilliant,1.7
R01469,0.49,Round,4.83,4.41,3.55,G,SI2,Low,Mixed,0.22
R01470,4.09,Pear,10,9.66,5.92,J,VS1,Low,Brilliant,1.64
R01471,3.65,Pear,9.55,9.48,6.02,H,IF,Low,Step,1.52
R01472,2.63,Cushion,8.58,7.85,6.38,G,IF,Low,Step,1.08
R01473,2.35,Oval,8.18,7.04,4.41,E,IF,Low,Brilliant,1.01
R01474,1.06,Round,6.19,5.88,4.31,J,SI1,Low,Brilliant,0.48
R01475,3.04,Round,8.31,7.11,4.7,F,IF,Low,Mixed,1.26
R01476,4,Princess,9.14,8.68,6.73,E,SI2,Low,Step,1.65
R01477,4.07,Emerald,9.27,8.54,6.35,H,SI2,Low,Brilliant,1.79
R01478,0.99,Round,5.61,5.2,4.46,H,VVS1,Low,Brilliant,0.38
R01479,3.25,Round,8.8,8.31,7.32,J,VVS2,Low,Step,1.33
R01480,0.43,Oval,4.7,4.65,3.34,G,VS2,Medium,Mixed,0.18
R01481,4.48,Round,10.04,9.67,6.26,G,VS2,Low,Brilliant,1.9
R01482,2.26,Cushion,7.94,7.59,6.32,F,VS1,Medium,Mixed,0.9
R01483,4.09,Cushion,10.01,8.96,6.81,H,VS1,High,Step,1.32
R01484,3.86,Pear,9.75,9.15,7.03,E,VS1,Medium,Step,1.43
R01485,0.73,Princess,5.39,4.86,3.67,J,VVS2,Low,Mixed,0.3
R01486,2.71,Oval,8.18,8.06,7.03,J,VVS2,Low,Mixed,0.99
R01487,3.48,Oval,8.87,8.33,6.67,J,SI2,Medium,Mixed,1.27
R01488,1.69,Pear,7.33,6.63,5.06,E,IF,Low,Mixed,0.74
R01489,3.7,Emerald,9.07,8.05,6.27,J,VS1,Medium,Step,1.58
R01490,1.45,Round,6.78,6.04,4.65,F,IF,Low,Step,0.66
R01491,4.12,Pear,10.1,8.59,5.64,H,SI2,High,Step,1.54
R01492,2.7,Cushion,8.28,7.37,6.59,G,VS1,High,Step,0.91
R01493,0.86,Round,5.39,4.87,4.09,H,VS2,Low,Step,0.43
R01494,0.9,Round,5.39,5.18,3.77,D,VVS2,Medium,Mixed,0.37
R01495,3.68,Pear,9.05,8.02,5.34,F,SI2,Low,Brilliant,1.66
R01496,1.01,Pear,6.07,5.45,3.63,H,IF,High,Brilliant,0.36
R01497,0.73,Cushion,5.64,5.62,3.83,E,VVS1,Low,Step,0.34
R01498,3.17,Pear,9.21,9.1,6.22,J,VS2,Low,Step,1.5
R01499,2.4,Cushion,7.77,7.59,5.48,J,VS2,Low,Step,0.96
R01500,0.41,Princess,4.72,4.16,3.34,D,VS1,Medium,Mixed,0.16
R01501,3.19,Emerald,9.17,8.63,6.14,G,VVS1,Low,Step,1.2
R01502,1.27,Cushion,6.31,5.75,3.88,D,SI1,Medium,Mixed,0.54
R01503,1.45,Round,6.99,6.42,5.39,G,VS1,Low,Mixed,0.65
R01504,2.39,Cushion,7.95,7.28,5.13,E,VVS1,Low,Brilliant,0.9
R01505,4.31,Oval,9.91,9.31,7.85,D,SI1,High,Brilliant,1.71
R01506,0.73,Cushion,5.6,4.8,2.99,F,SI2,Low,Brilliant,0.34
R01507,1.38,Emerald,6.49,6.02,4.03,E,VVS2,Medium,Mixed,0.56
R01508,2.51,Round,8.08,7.07,4.28,F,SI2,Medium,Brilliant,1.16
R01509,2.81,Oval,8.75,8.16,5.8,J,IF,Low,Step,1.1
R01510,4.32,Oval,10.04,9.31,5.64,D,VS1,Medium,Brilliant,1.77
R01511,4.28,Oval,9.48,8.92,6.33,I,IF,Low,Mixed,1.9
R01512,1.47,Pear,6.96,6.7,4.15,J,VS1,Low,Mixed,0.67
R01513,3.85,Princess,9.45,9.06,7.85,J,VS2,High,Mixed,1.18
R01514,3.68,Oval,9.51,9.16,6.93,J,IF,Low,Brilliant,1.43
R01515,0.65,Round,5.69,5.56,3.53,F,VS1,Low,Brilliant,0.3
R01516,3.83,Emerald,9.1,8.79,7.25,E,SI1,Medium,Step,1.39
R01517,2.16,Cushion,7.4,7.29,6.35,F,VVS1,Low,Step,0.95
R01518,0.91,Round,6.27,5.56,3.58,F,VS1,High,Step,0.34
R01519,4.47,Cushion,10.26,8.84,6.08,D,VVS2,Low,Step,2.15
R01520,1.21,Round,6.82,5.97,5.36,D,VS2,Medium,Brilliant,0.49
R01521,3.26,Princess,8.77,8.04,5.63,F,IF,Low,Mixed,1.33
R01522,3.05,Emerald,9.08,8.75,6.39,I,VS2,Low,Mixed,1.2
R01523,0.62,Emerald,5.58,5.52,3.94,F,VVS1,Medium,Brilliant,0.22
R01524,3.88,Oval,9.12,8.6,5.87,E,VS1,Low,Mixed,1.8
R01525,1.21,Round,6.69,6.57,4.78,D,VVS1,Low,Brilliant,0.45
R01526,1.55,Round,6.93,5.96,4.41,I,VS1,High,Step,0.58
R01527,3.2,Emerald,9.32,9.11,8.08,F,SI1,Low,Mixed,1.38
R01528,1.83,Oval,6.99,6.66,5.43,E,SI2,Medium,Brilliant,0.66
R01529,2.34,Pear,7.74,7.67,5.29,F,SI2,High,Step,0.94
R01530,0.8,Round,5.22,4.61,3.85,I,VS2,Low,Mixed,0.39
R01531,2.01,Emerald,7.81,7.13,4.99,D,SI2,Low,Step,0.87
R01532,4.65,Princess,9.57,8.72,6.36,D,VVS2,Low,Brilliant,2.27
R01533,2.59,Princess,8.74,8.65,6.22,E,VS2,Low,Brilliant,1.03
R01534,1.88,Round,7.5,7.04,6.03,E,VS2,Low,Step,0.77
R01535,2.62,Cushion,7.86,7.82,6.59,E,IF,Low,Brilliant,1.24
R01536,1.67,Round,7.46,7.1,6.22,E,VVS2,Low,Step,0.68
R01537,0.77,Oval,6,5.17,3.16,G,SI2,Medium,Step,0.35
R01538,0.81,Pear,5.69,5.36,4.06,J,VVS2,Low,Brilliant,0.38
R01539,3.32,Princess,9.15,7.91,6.19,I,VVS1,Low,Mixed,1.43
R01540,2.52,Oval,8.12,8.06,5.58,J,SI2,Medium,Step,1.01
R01541,3.43,Round,8.76,8.05,6.53,E,IF,Low,Step,1.51
R01542,0.89,Cushion,5.99,5.35,3.74,G,IF,Low,Mixed,0.36
R01543,3.44,Round,9.23,8.86,6.12,F,VVS1,Low,Step,1.45
R01544,1.2,Cushion,5.94,5.08,4.35,I,VS1,Low,Mixed,0.48
R01545,4.35,Pear,9.74,9.47,7.8,J,SI1,Low,Brilliant,1.91
R01546,0.33,Round,4.43,4.4,3.19,E,VVS1,Medium,Mixed,0.14
R01547,3.14,Princess,9.24,9.11,7.44,I,VVS2,Low,Mixed,1.54
R01548,2.05,Emerald,7.12,6.57,5.57,I,SI2,Low,Mixed,0.96
R01549,3.8,Cushion,9.14,8.3,6.3,J,SI1,Medium,Brilliant,1.44
R01550,2.44,Round,8.3,7.74,5.9,G,VS2,Low,Mixed,1.07
R01551,4.84,Oval,9.71,9.46,6.86,F,SI2,High,Mixed,1.67
R01552,1.35,Cushion,6.4,6.3,5.39,F,IF,Medium,Mixed,0.54
R01553,1.38,Princess,6.4,6.23,4.18,H,SI2,Low,Mixed,0.55
R01554,4.72,Pear,9.58,9.39,7.7,I,IF,Medium,Step,1.92
R01555,4.95,Cushion,9.94,9.43,6.47,H,SI1,Medium,Step,1.81
R01556,1.13,Round,6.41,5.46,3.98,D,VVS1,Medium,Mixed,0.4
R01557,3.74,Oval,8.98,8.03,5.44,F,IF,High,Step,1.53
R01558,1.75,Round,7.27,6.78,4.21,E,IF,Medium,Step,0.65
R01559,4.84,Pear,9.76,8.96,5.7,D,VS1,Medium,Mixed,1.84
R01560,3.19,Princess,9.12,8.24,5.17,I,IF,Low,Mixed,1.54
R01561,4.08,Emerald,9.88,8.53,5.28,H,VVS1,Low,Step,1.8
R01562,4.96,Pear,10.49,9.47,6.65,J,SI2,Medium,Step,2.03
R01563,1.3,Emerald,6.24,5.9,4.91,E,SI2,Medium,Mixed,0.43
R01564,4.69,Round,10.32,9.63,7.1,D,VS1,Medium,Brilliant,2.07
R01565,0.32,Round,3.96,3.95,3.48,F,SI2,Low,Step,0.12
R01566,0.7,Pear,5.67,5.33,4.1,H,SI1,Low,Step,0.32
R01567,0.86,Princess,6.02,5.83,4.61,D,SI2,Low,Brilliant,0.35
R01568,0.56,Princess,4.75,4.72,3.03,F,SI2,Medium,Step,0.19
R01569,4.91,Princess,10.67,9.65,7.23,F,VVS1,Low,Mixed,2.33
R01570,0.74,Princess,5.06,4.7,3.67,J,VVS2,Low,Step,0.37
R01571,4.48,Pear,9.57,8.44,7.09,J,VS2,Low,Brilliant,2.08
R01572,4.11,Round,9.66,9.05,7.3,G,SI2,High,Brilliant,1.43
R01573,1.77,Pear,7.64,6.6,4.62,D,IF,Low,Step,0.83
R01574,0.5,Oval,5.07,4.62,2.92,D,VVS2,Low,Brilliant,0.22
R01575,1.17,Emerald,6.74,6.44,4.06,E,VVS1,Low,Mixed,0.52
R01576,4.8,Pear,10.49,9.72,8.72,J,SI1,Medium,Brilliant,1.8
R01577,2.62,Princess,8.01,7.32,5.74,E,VS1,Low,Mixed,1.12
R01578,2.23,Pear,7.92,7.05,5.53,G,IF,Medium,Brilliant,1
R01579,2.21,Emerald,7.51,6.67,4.26,E,VVS1,Medium,Mixed,0.89
R01580,0.49,Princess,5.23,5.03,4.12,D,VS2,Low,Brilliant,0.18
R01581,3.36,Oval,9.2,8.97,5.42,I,SI1,Low,Brilliant,1.52
R01582,4.38,Emerald,9.64,8.79,7.01,E,VVS1,Low,Step,1.75
R01583,1.96,Round,7.88,7.71,6.16,F,IF,Low,Step,0.89
R01584,2.48,Round,7.68,7.55,4.66,F,VVS1,Low,Step,1.15
R01585,1.61,Princess,6.96,5.93,4.96,I,VVS1,Low,Step,0.69
R01586,1.24,Oval,6.81,6.65,5.91,D,SI2,Low,Brilliant,0.58
R01587,3.33,Emerald,8.84,8.82,6.75,F,VS2,High,Step,1.32
R01588,3.54,Round,8.92,8.46,7.11,E,VVS2,Low,Step,1.66
R01589,4.11,Oval,9.87,9.38,7.19,I,VS1,Low,Mixed,1.53
R01590,0.32,Cushion,4.56,4.1,3.31,E,VVS1,Low,Brilliant,0.14
R01591,3.74,Emerald,9.53,8.71,7.04,J,VS2,Low,Mixed,1.58
R01592,2.95,Princess,8.2,7.55,4.97,G,SI2,Low,Brilliant,1.17
R01593,2.8,Oval,8.45,7.73,5.94,E,VS1,Low,Brilliant,1.15
R01594,1.26,Emerald,6.39,6.39,3.97,E,VVS1,High,Mixed,0.43
R01595,1.31,Emerald,6.44,5.51,3.33,H,VS1,Low,Brilliant,0.48
R01596,0.74,Emerald,5.85,5.51,3.46,J,VVS1,Medium,Brilliant,0.3
R01597,2.54,Oval,7.96,6.97,5.77,J,VS1,Low,Step,0.95
R01598,0.77,Princess,5.5,4.86,3.76,J,VS1,Low,Mixed,0.36
R01599,3.57,Oval,8.7,7.52,5.93,E,SI1,Medium,Brilliant,1.63
R01600,3.74,Pear,9.01,7.94,5.08,E,IF,Low,Brilliant,1.63
R01601,3.71,Oval,9.51,8.61,7.12,I,IF,Low,Brilliant,1.45
R01602,2.53,Round,7.68,6.96,5.29,J,VVS1,Medium,Brilliant,1.01
R01603,0.64,Pear,5.09,4.66,3.77,I,VS2,Low,Mixed,0.28
R01604,4.53,Emerald,10.34,10.32,8.94,H,VVS1,Medium,Step,1.82
R01605,2.3,Round,8.03,7.78,5.32,E,VS1,Medium,Step,0.82
